詞條	中文	音節	釋義	頁數	備註	轉寫者
Tosarri	一種長笛	To_sar_ri	a sort of flute.	290		晴方_274-302
Tosarri o a gorro	一種很長的長笛	To_sar_ri o a gor_ro	the same sort of flute; very long.	290		晴方_274-302
Totto	心	Tot_to	the heart.	290		晴方_274-302
Totton	東西的頂部或上部	Tot_ton	the top or upper part of anything.	290		晴方_274-302
Tollas	一隻眼睛失明，但可以看到眼白	Tol_las	blindness of one eye, but so that the white can be seen.	290		晴方_274-302
Tos-asjiem	牙痛	Tos-as_ji_em	tsi. tat. tosasjiena, pas. tosa-sjienen, tsinosasjien, &c. to have the tooth-ache. Tos-asji, the tooth-ache.	290		晴方_274-302
Tsimibarasabasa	直接瞄準	Tsi_mi_ba_ra_sa_ba_sa	tsi. tatsi. tsibarasabasûa, to aim at drectly, as tsimisi.	290		晴方_274-302
Tsimianna	不信任	Tsi_mi_an_na	tsini. tatsi, tsianna, &c. see in Zimianna, to be distrustful.	290		晴方_274-302
Tsimijk	提出要點	Tsi_mij_k	tsini. tatsi. itsijka, itsijk, initsijk, inoitsijk, to filli p, to make a point thus [.] nom. tattsik, a tittle point. See zimiek, under Tummesik, ditto.	290		晴方_274-302
Tsimikak	see under in Z	Tsi_mi_kak	tsini. tatsi. &c. see under in Z.	290		晴方_274-302
Tsimiki	好色地看	Tsi_mi_ki	tsini. tatsi. tsikia, to leer, to leok askance. Patsiek, trans. tatsiki, nom. Ma-atatsiki.	290		晴方_274-302
Tsiniko	拉緊懸空的房子	Tsi_ni_ko	tsi. tats. tsikoa, pass. tsikoan, tsiniko, inotsikoon, to tight a house that hangs over. Patsiko, trans. nom.	290		晴方_274-302
Tsimimis	嚐一些食物	Tsi_mi_mis	tsini. tatsi. tsimisa, tsimisan, tsinimisan, inotsimisan, to take some food, to taste. Paksimi, to cause such to be done.	291		晴方_274-302
Tsimipi*siep	像在吸手指或菸斗，但不是乳房	Tsi_mi_pi_*siep	tsi. tat. tsipisiepa, pass. tsipisiepen, tsimipsiep, inotsitsiepen, to suck (but not the breast) as a finger, tobacco pipe, &c. Patsiptsiep, trans. Tatsiptsiep, a sucking. Ma-atatsip-tsiep, a sucker. Tsiptsiepan, that of which men suck, as a tobacco pipe, &c.	291		晴方_274-302
Tsimisakal	see Zimisakal	Tsi_mi_sa_kal	see Zimisakal	291		晴方_274-302
Tsimisi	see Zimisi, tatsisi, nom.	Tsi_mi_si	see Zimisi, tatsisi, nom.	291		晴方_274-302
Tsimijtsjies	切斷木頭或竹子的節	Tsi_mij_tsj_ies	tsini. tatsi. tsijtsijsa, to cut off the joint of wood or bamboo.	291		晴方_274-302
Tsipan	西方	Tsi_pan	west. Matatsip, mi, ma, weatherly. Patatsip, trans.	291		晴方_274-302
Tumbar	像那些害怕被推走的人一樣趕快安頓好自己	Tum_bar	tsinumbar, tatumbar, tubarra, tubarren, tsienbar, inotubbarren, to set one's-self down fast, as those do who fear being pushed away. Pûtûbbar, panatûbbar, &c. to cause such to be done.	291		晴方_274-302
Timboel	找尋某人	Tim_bo_el	tsinûmboel, tatûmboel, tubboela, tubboelen, tsienboel, inotubboelen, to seek any one. Patubboel, pinatubboel, papatubboel, ipatubboela, ipatubboel, &c. to cause to be sought. Tattubboel, nom. henve kar tattubboel, mau tattubboel.	291		晴方_274-302
T**ho	鞠躬	T**_ho	tsinumcho, tatumcho, tûchoa, let the u be scarcely heard) tuchoan, **enecho, inotuchoon, to bow, Patû-**o, pi. pa. ipatuchoa. to cause to bow.	292		晴方_274-302
T**hoa	北季風的開始	T**_ho_a	tsi. tat. tóchoa, the commencement of the north monsoon. Provb. **choa ja masias sai don ja dalij ma*roos ja badda, they use this pro**b, because the young men do not **rry unless in the cold season.	292		晴方_274-302
T**ka	支持	T**_ka	tsi. tat. tikka, &c. (let the u be scarcely heard) to support, to prop up.	292		晴方_274-302
T**tukka	造成支持	T**_tuk_ka	pi. pa. ipatukka, &c. to cause support. Tattûkka, nom. a prop.	292		晴方_274-302
T**kach	將自己隱藏在洞中和斷崖後面以獵殺鹿	T**_kach	zinumkach, tatumkach, tuk-**cha, tukkachen, zienkach, inotuk-**chen, to hunt deer by concealing one's-self in the holes, and behind the edges. Patukkach, pinûtukkach, pa*ukkach, &c. to cause to hunt.	292		晴方_274-302
T**am	造成回答	T**_am	zinummaam, tatummaam, ta-*, tûmen, zinaam, inotamen, to an-*er. Pûtaam, pinûtaam, papataam, **tama, &c. to cause to answer.	292		晴方_274-302
T**aap	在室內或野外進行各種工作	T**a_ap	tsinummaap, tatummaap, ta-*tapen, tsinaap, inotapen, to do all kinds of work, either in the house or in the field. Also to attack, to fall upon. **maap, husbandry, &c. passiv. pret. tataap, work, labour. Ma-atataap, a worker, a labourer.	292		晴方_274-302
Tummaas	開始；首先做任何事；被另一個人追隨	Tum_ma_as	zinummaas, tatummaas, tasutasan, zinasan, inotûsan, to begin, to do anything first, to be follwed by another. Pataas, pi. pa. ipatasa, ipataas, inipataas, to cause to begin, &c.	293		晴方_274-302
Tummabbo	黏貼	Tum_mab_bo	zinummabba, tatummabba, tabba, tabbaan, zinubba, inotabbaan, to stick. Patabba, pinûtabba, papatabba, ipatabba, &c. to cause to stick.	293		晴方_274-302
Tummabach	首先做某事	Tum_ma_bach	tsi. tat. imp. tabacha, pass. tabachen, tsinabach, inotabachen, to do anything first; see also matattabach. Patabach, trans. to cause to be done. Tattabach, nom. a commencement.	293		晴方_274-302
Tummabbak	跳舞，戰鬥或想要戰鬥的人的搖擺	Tum_mab_bak	zinummabbak, tatummabbak, tabakka, tabakken, zinabakkan, inotabakkan, to dance, also the swaggering of those who fight, or who wish to fight. Pûtabbak, pinatabbak, papatabbak, &c. to cause such to be done.	293		晴方_274-302
Tummachal	用鏟子剷除泥土	Tum_ma_chal	zinummachal, tatummachal, tachalla, tachallen, zinachal, inotachallen, to remove the earth, as with a hoe, a spade, &c. It is changed into d see dummachol. Padachal, pinûdachal, papadachal, &c. to cause to be dug up.	293		晴方_274-302
Tummabbis	搧	Tum_mab_bis	zinummabbis, tatummabbis, tabbisa, tabbisan, zinabbisan, inotabbisan, to fan. Patabbis, pinatabbis, papatabbis, ipatabbisa, ipatabbis, inipatabbis, inoipatabbis, to cause to fan.	293		晴方_274-302
Tummach-il	贏；贏得賭注	Tum_mach-il	zinummach-il, tatummach-il, tach-illa, tach-illen, to win, to win a bet. Patach-il, pinatach-il, papatach-il, ipatach-illa, ipatach-il, inoipatach-il, to cause such to be done.	294		晴方_274-302
Tummach-o	解釋；調解	Tum_mach-o	tsi. tat. tach-oa. same as pazinado; mautadacj-o, idem patacho, nom. tattacho, interpretation, intercession. Ma-atattacho, an interpreter, an interceder.	294		晴方_274-302
Tummachum	戴上帽子；遮住頭	Tum_ma_chum	zinummachum, tatummachum, tachumma, tachumman, zinachumman, inotachumman, to put on one's hat, to cover one's head. Patachum, pinatachum, papatachum, ipatachumma, &c. to cause the hat to be put on. Tattachum, the thing put on, (namely the hat.) Tummakkum, tsi. tat. imp. takumma, part. takkumman, &c. means all kinds of covering.	294		晴方_274-302
Tummach-os	切斷	Tum_mach-os	tsi. tat. tachossan, tsinachossan, inotachossan, grass, &c. to cut off. Patachos, also chummoschos.	294		晴方_274-302
Tummagcha	砍	Tum_mag_cha	tsinummagcha, tatummagcha, tagcha, tagchaan, zinagcha, ino*agchaan, to chop, to hack to hew. Patatagcha, pi. pa. ipatagcha, inipatagcha, to cause to be chopped.	294		晴方_274-302
Tummagcho	伸出而非直立	Tum_mag_cho	zinummagcho, tatummagcho, tagcho, to overhang, not to stand upright: It is sometime changed in d, which see. Padagcho, pinadagch*, dagchoa, dagchoon, zinagcho, inodachoon, to cause to overhang: in which case it is ipadagchoa, ipadagcho, &c.	295		晴方_274-302
Tummagchoch	舀	Tum_mag_cho_ch	zinummagchoch, tatu*nmagchoch, tagchocha, tagchochen, zinagchoch, inotagchochen, to scoop. Tummagchoch o bigeno, to skim, to scoop off the forth. Patagchoch, ** natagchoch, papatagchoch, ipatagchocha, inipatagchoch, to cause to scoop. Tummagchoch o tono malla, to l*** water with a bucket.	295		晴方_274-302
Tummaies	爬上	Tum_ma_ies	zinummairs, tatummairs, **isa, taisan, zinaisan, inotaisan, to climb up. Tummaies i kittas, to climb up a ladder. Pûtaies, pinûtaies, papa***, ipataisa, ipataies, inipataies, inoip**ies, to cause to climb.	295		晴方_274-302
Tummaiba	一起做某事	Tum_mai_ba	tsi. tat. taiba, to do anything together, or in company. P** &c. to cause such to be done. ** comes aurri a teiba, that is the ** money given when people work together, as if they said, aúrëdda a teiba, so that this noun seems to come from moriedda and tummûiba, to work together. For they say also, Moriëdda o taiba, and Moribal o taibe, to leave offm to cease such working together.	295		晴方_274-302
Tummakal	戴上女人的頭帶	Tum_ma_kal	zinummakal,tatummakal, ta kalla, takallan, zinûkallan, inotakal lan, to put on a woman's head-band. Pûtakal, pinûtakal, papûtûkal, ipatakalla, &c. to cause such to be done. Written dummakal.	296		晴方_274-302
Tummakas	阻止任何人上路，或阻止他前進	Tum_ma_kas	zinummakas, fatummakas, takassa, takassan, inotakassan, to stop any one in the road, or to turn him out of the way. Patakas, pinatakas, papûtakas, ipûtakassa, ipatakas, &c. to cause such to be done.	296		晴方_274-302
Tummakkis	粘在一起，使變成一個	Tum_mak_kis	zinummakkis, tatummakkis, taksa, taksen, zinaksan, inotaksan, to stick together, and make one. Patakis, pi. pa. ipûtaksa, ipûtakkis, &c. to cause such to be done.	296		晴方_274-302
Tummakkoob	覆蓋；完全覆蓋	Tum_mak_koob	zinummakkoob, tatummûkkoob, takkoba, takkoban, zinakkoban, inotakkoban, to cover, to cover entirely. Tûmmakkoob o macha, to blind the eyes. Parakkoob, pi. pa. ipaipatakkoba, &c. to cause to be covered. Also to cover with a rug.	296		晴方_274-302
Tummala	找；歡迎	Tum_ma_la	zinummala, tatummala, talûtûlanm zinala, inotalan, to find, ro welcome. Patala, pinatala, papûtala, ipûtala, &c. to cause such to be done.	297		晴方_274-302
Tummalûttala	撫平；直到各種情緒平靜	Tum_ma_lût_ta_la	zinummalattala, tatnmmalattala, tallattala, tallattalan, zinalattalan, inotallattalan, to pacify, to still, to calm all sorts of emotions. Patalattala. pi*atalattala, papûtalattala, &c. to cause such to be done.	297		晴方_274-302
Tummalas	踩在腳下	Tum_ma_las	zinummalas. tatummalas, talassa, talassen, zinalassen, inotallassen, to tread under foot. Patallas, pinûtallas, papûtallas, ipatallassa, ipatallas, &c. to cause such to be done.	297		晴方_274-302
Tummalizi	跳舞	Tum_ma_li_zi	zinummalizi, tatummalizi, talizia, talizian. zinalizian, inotalizian, to dance. Patalizi, pinatalizi, papûtalizi, ipatalizia, &c. to cause to dance. Sometimes the t is changed into d, see dummalizi.	297		晴方_274-302
Tummûlpon	在任何地方採取行動，或是激發、發揮自己的力量	Tum_mûl_pon	zinummalpon, tatummalpon, talponna, talponnan, zinalponnan, inotalponnan, to betake one's self any where, or set forward. Also to stir one's self up, and exert one's strength. **talpou, pi. pa. ipûtalponna, ipatalpon, &c. to cause such to be done.	297		晴方_274-302
Tummallo	引誘	Tum_mal_lo	zinummallo, tatummallo, talloa, talloon, zinalloon, inotalloon, to allure, to bait. Patallo, pinatallo, papatallo. &c. to cause to allure.	298		晴方_274-302
Tummattal	用腳踐踏	Tum_mat_tal	zinummattal, tatummattal, tattallan, zinattal, inotattallan, to trample with feet. Pûtattal, pinatattal, papatattal, ipatattalla, ipatattal, inipa- &c. to cause such to be done.	298		晴方_274-302
Tûmmallumtum	遮掩自己或他人以產生汗水	Tûm_mal_lum_tum	zinummallumtum, tatummallumtum, inotallumtum, to cover up one's self or another in order to produce perspiration. Patallumtum, pi. pa. ipatallumtumma, &c.	298		晴方_274-302
Tûmmanna	打開房門	Tûm_man_na	zinummanna, tatummanna, tanna, tanuaan, zinanna, inotannaan, to open. Tanna osja chachab o donoe, open the door of the house. Patanna, pi. pa. ipatanna, &c. to cause to open. Tattannanna o parara, an opening to let ** light, that is, a window.	298		晴方_274-302
Tûmmao	灑，如水、鹽	Tûm_mao	zinummao, tatummao, taoa, taoan, zinaoan, inotaoan, to sprinkle, as with water, salt thin m*d, &c. but to cover wood, stone, and other thhings that do not spread is magga. Wherewith * itaoon, inoitaoon. Patao, pinatao, papatao, ipatatoa, ipatao, inipatao, &c. to cause such to be done.	298		晴方_274-302
Tûmmommoos	粉碎；切碎	Tûm_mom_mo_os	zinummammoos, tatummammoos, itammosa, itammoos, initammoos, inoitammoos, to crumble, to shred. Patammoos, pi. pa. ipat*mmosa. ipatammoos. &c. to cause such to be done. Tummammoos, means to stick anything in the mouth.	299		晴方_274-302
Tûmmopacha	穿上馬褲	Tûm_mo_pa_cha	zinummapacha, tatummapacha, tapacha, tapachanni, and tapachaiyan, zinapachanni and zinapachayan. inotapachanni and inotapachayan, to put on one's breeches. Patapacha, pi. pa. &c. to cause such to be done.	299		晴方_274-302
Tûmmapal	絆倒	Tûm_ma_pal	tsi. tat. tapalla, tapallan, tninapal, inotapallan, to stumble in the way. Patapal, trans. nom. tattapal.	299		晴方_274-302
Tûmmapies	像人們洗衣服一樣用棍子拍打；以打落灰塵	Tûm_ma_pies	zinummapies, tatummapies, tapisa. tapisen. zinapies, inotapisen, to beat with a stick, as people do their clothes, in order to knock dust or dirt. Patapies, zinatapies, papatapies, &c. to cause such to be done.	299		晴方_274-302
Tûmmapitapies	打很多下	Tûm_ma_pitapies	zinummapitapies, tatummapitapies, inotapitapisen, to beat with many strokes. Patapitapies, pi. pa. &c. to cause such to be done.	299		晴方_274-302
Tûmmara	選擇砍伐一塊田地；選擇一位女士	Tûm_ma_ra	tsi. tat. tara, taran, tsirara, inotaran, to choose anything first: as tummar' o mioa, tummar o mammali balach, to choose to cut down a field; to choose a lady. Patara, trans. ta*ara, a choice. Hence karri tatta-a, mau tat-ta-a, to choose one another.	300		晴方_274-302
Tûmmarad	把撒在地板上的東西集合起來，例如散落在地上的米	Tûm_ma_rad	zinummarad, tatummarad, taradda, taradden, zinarad, inotaradden, to gather up what another has scattered, as rice thrown over the floor. Patarad, pi. pa. ipataradda, ipatarad, &c. to cause wuch to be done.	300		晴方_274-302
Tûmmaramar	在這裡和那裡，彼此分散，這裡有一些，那裡也有一些	Tûm_ma_ra_mar	tsi. tat. tamaramarra, tamaramarren, tsinaramar, inotaramarren, to be here and there, separated from one another, some here and some there. Pataramar, trans. such a scattering.	300		晴方_274-302
Tummaratral	像草，植物和其他小東西一樣舞動	Tum_ma_ra_tral	tsi. tat. taratralla, to wave as grass, plants, and other little things do, &c. differs from lummitallito. Parakal, trans.	300		晴方_274-302
Tummarau	same as dummarau.	Tum_ma_rau	same as dummarau. Patarau, pi. pa. ipataraua, &c. as Padarau.	300		晴方_274-302
Tûmmarautau	same as dummaraudau	Tûm_ma_rau_tau	same as dummaraudau. Patarautau. pi. pa. same as padaraudau.	300		晴方_274-302
Tûmmariës	攔截某人	Tûm_ma_ri_ës	tsi. tat. tariesa, to intercept any one in his way. Pataries, trans. Tummariës o azies, to intercept the enemy. Nom. tattariës, an intercepting. Ma-atattaries, a hard runner, who overtakes another.	300		晴方_274-302
Tûmmaróggi	改變非常相似的事物，以至於人們很容易將它誤認為另一種，有意圖的欺騙	Tûm_ma_róg_gi	zinummaroggi, tatummaroggi, taroggia, taroggian. zinaroggian, inotaroggian, to change things which are so much alike that they can be easily mistaken one for the other, and this with intent to deceive. Pataroggi, pinataroggi, papataroggi, ipataroggia, &c. to cause such to be done.	301		晴方_274-302
Tumm*romma	背叛	Tum_m*_rom_ma	tsi. tat. taromman, tsinaromman, inotaromman, to betray. Pataromma, trans. tattaromma, treachery. Hence karri-tattaromma, mautattanom-ma. Ma-atattaromma, a traitor.	301		晴方_274-302
Tummaroob	用扇子遮蓋住自己，以防日曬雨淋，沒有完全遮蓋住。或用地毯或類似物覆蓋，不同於 tummakkoob	Tum_ma_roob	zinummaroob, tatummaroob, tarroba, tarroban, zinarroban, inotarroban, to cover as people do the head with a fan, to pretect them from sun or rain: thus not entirely covered. Or to cover with a rug or such like in which it differs from tummakkoob. Tatarroob, pi. pa. ipatarroba, &c. to cause to cover.	301		晴方_274-302
Tûmmarros	到處摘採東西	Tûm_mar_ros	tsi. tat. imp. tarossa, to pick anything here and there, just as people pluck the ripe ears in a field. Patarros, trans.	301		晴方_274-302
Tûmmassal	馬上理解	Tûm_mas_sal	zinummassal, tstummassal, *assalla, tassallen, sinassal, inotassal*en, to catch at once, to apprehend. Patassal, pi. pa. ipatassalla, &c. to cause such to be done. Tattasal, nom.	301		晴方_274-302
T*mmassi	娛樂某人	T*m_mas_si	zinummassin, tatummassin, *assina, tassin, zinassin, inotassin, to entertain any one. Patassin, pi. pa. *patassin, inipatassina, inoipatassin, to cause such to be done. Tattassin, *n expectation, hope.	302		晴方_274-302
T*mmatas	測	T*m_ma_tas	zinummatas, tatummatas, ta*asa, tatasan, zinatas, inotatasan, to fathom. Patatas, pi. pa. ipatatasa, &c. to cause to be fathomed. Tatas, a fathom.	302		晴方_274-302
T*mmatta	從糠中取出種子	T*m_mat_ta	zinummatta, tatummatta, tat-*a, tittan, zinattan, inotattan, to stamp seed out of the husk. Patatta, pi. pa. patatta, inipatatta, inoipatatta, to cause to be stamped out. Tatta, a *ice stamper.	302		晴方_274-302
T*mmattam	抓牢	T*m_mat_tam	zinummattam, tatummattam, tattamma, tattammen, zinattam, *notattammen, to hold fast. Patattam, pi. pa. ipatattamma, ipatattam, &c. to cause to hold fast.	302		晴方_274-302
