lemma,zh-def,ori-def,ori-page
Tarrar,與 tabtab 同,as tabtab. Verb Matarrar.,283
Tarraras,瓷器,"porcelain, china ware.",283
Tûrrer,一種魚,a sort of fish.,283
Tûrribat,東西的傾斜度,the obliquity of a thing.,283
Tarran,令人討厭的或傷人的,"tsinarran, inotûrran: and **ban, inarriban, inoarriban: and rib**jen, rinibaijen, inoribaijen. Seems ** mean loathsome, or hurtful. Thus people speak of unusual food, arriban o ** macha ja micho. It is possible that it ** injurious or deadly. But these words require to be more carefully examined.",283
Tûssaban,使飢餓,"zinûssaban, inotassaban, to hunger. Pûtassaban, pinûtassaban, pa-pûtassaban, ipûtassabanna, to cause to hunger. Nom. Tassaban, hunger.",284
Tassinan,為某人做某事,"tsinassinan, inotassinan, tassioa, to do anything for any one. Inatassinan ja rûmmozi-daû tamau, I will pay for my father. In the 2nd and 3rd person people do not say Tassinan, but Tassi. It is necessary that this word be examined. It is to be written tas-ina, just as daû-ina, for me; so also tasi-je, for you; tas-icho, for him. Præt. tsinas. fut. inosas, imp. tas ioa, sie d'r fas joa ina, take my place.",284
Tasso,新的和未用過的。指人們習慣使用的所有工具，例如衣服，杯子，餐具等。,"that which is new and untried. Is said of all implements, that people are accustomed to use, as clothes, cups, dishes, &c.",284
Tûsso,長的，用來指無生命物,"(the o short) long, is only used of lifeless things.",284
Tatabbis,扇子,"or boezina, a fan.",284
Tûsso,問句後的虛詞,"a particle wherewith people enquire after any place, as dema tassone Doubale, whither does Daubale lead to? Tassono don o Batsjekan, whereabouts are the houses of Batsjekan? Dema tassono Taijoan, which is the way to Taijoan? Tassono aisi, that way.",284
Tatûap,人們用於房屋建築或農業的各種工具,all kinds of implements that people use for house buildings or agriculture.,285
Tûtapannabonna,耕地,arable land.,285
Tûtas,一英尋（測量水深單位，合1.8米或6英尺）,a fathom.,285
Tûtkach,狩獵時圍著鹿的繩子,the ropes wherewith the deer are encircled in hunting.,285
Tatkachannabonna,狩獵場,hunting ground.,285
Tûttabba,用於刺傷的工具，如劍，刀等,"instrument for stabbing, as a sword, knife, &c.",285
Tattabbak,跳舞，或是那些將要戰鬥的人的踏步,"a dance, also the trampling of those who are about to fight.",285
Tatsibûul,當人們不敢提及令人反感的人時，所用的語帶保留的詞,"and a-obog, both words of reserve when people do not dare to mention scandalous persons.",285
Tatta,碾米機,a ricestamper. From tummatta.,285
Tûtta o numma,我怎麼知道？,how do I know?,285
Tûtaam,答案,an answer. From Tûmmam.,285
Tûttabach,第一個；原則,"the first, the principal. Tummabach, and Matattabach, verb to, be the first.",285
Tûttachum,帽子,a cap. From Tummachûm.,285
Tattugga,顎骨,the jawbone.,285
Tattaggoch,用來繪圖的工具,an instrument to draw with.,285
Tattachil,from Tûmmachil.,from Tûmmachil.,285
Tattagga,切割工具,instrument for cutting.,285
Tattakka,支柱,a stanchion. From Tumka.,286
Tattakkis,可以用來縫的東西,anything to stitch with.,286
Tattakab,遮蔽物；亭子；繩子,"a covering, a pavilion, a cord.",286
Tattatsain,一步,a step. From tûmmaein.,286
Tattallas,人們用來踩的，例如腳,"that with which people tread, as the feet. From tummallan.",286
Tattas o kokko,梳子,"the comb, &c. of cocks.",286
Tatte,魚鉤,a fish hook. From tumme.,286
Tattippi,用尾巴叮咬的生物所叮咬的傷口,the sting of anything that stings with the tail.,286
Tattallatala,組成的任何一個,that wherewith we compose any one. From Tummalûttala.,286
Tattallumtum,人們遮蔽自己以自由出汗,that wherewith people cover themselves in order to perspire freely. From tummallumtum.,286
Tattauraija,害怕,a frightening.,286
Tattear,惡臭,a stenchion. From Tummear.,286
Tattamman o bisa o loan,箭桿,"the shaft of an arrow, the stem of a spit.",286
Tattoch,數字,"a number. Masanno attoch, the larger number. From Tûmmoch.",286
Tattolillis,火花,a spark. From Tummolillis.,286
Tatollo,"see tattûllo, below.","see tattûllo, below.",286
Tattorrodauron,鏡子,a-looking glass.,286
Tattorrodon,一個副本、範例,"a copy, an example.",286
Tattarod,引人注目,a beholding.,286
Tattuppa,想法；回憶,"thought, memory.",286
Tatto,人們用來點火的東西,that wherewith people kindle.,286
Tatto o telp,鑰匙,"a key. Tatto o chirrap, a toothpick. From tûm-o.",287
Tatto-oche,食指,the fore finger.,287
Tattoob,用來灑水的工具,"an instrument, wherewith ** to sprinkle water. From tummos.",287
Tattoos,平台,a plane. From tûmmoos.,287
Tattonnos,東西被折斷或撕裂的末端,the end where anything is broken off or torn. But especially pr**o extremitate membri virilis id quod e**st inhonestum.,287
Tattopoch,戴在耳朵上的裝飾品,the ornaments worn in the ears.,287
Tattottoan,由當地人提出的要約；一塊堅硬的石頭,"an offer, by the natives. a hard stone: from tummotto.",287
Tattorrik,謊言,"tattose, and tattosik, a lie. From tummorik, tummose, &c.",287
Tattullo,蠟燭,a candle. From tummollo.,287
Tattûltul,一束稻草，人們用來產生煙或是驅除蚊子,"a wisp of straw, with which people make a smoke, to drive away the musquitos.",287
Tattummauku,see tummauka.,see tummauka.,287
Tattuppuk,一個預先計算的數字,a number reckoned beforehand. From tumpuch.,287
Tau,頭髮,the hair of the head.,287
Taugo,一種圓錐形的水果,"a sort of fruit, conically shaped.",287
Taurok,一種與食物一起煮熟的蔬菜,"a kind of vegetable, which is cooked with the food.",287
Tautazillien,小手指,the little finger.,287
Taz-i,風箏,a kite.,287
Tazirra,舌頭,the tongue.,287
T*z-imo,各種準備好的食物，無論是魚還是肉,"all sorts of prepared food, whether fish or flesh.",288
T*z-ino,鳥喙,the beak of birds.,288
T*z-ipok,用來繪畫的鉛筆,"a pencil to paint with. Taz-ipok o bido, a pen.",288
T*zirrisan,用來掛東西的大頭釘或木椿,"a pin or peg, on which to hang anything.",288
T*a,手臂,an arm.,288
T*babon,鴨子,a duck.,288
T*es,額頭的上部,the pole or the upper part of the forehead.,288
T*e-o,鸛,a stork.,288
T*-te,附有果實的莖，無論是在田間還是已收穫的,"a stalk, to which the fruit is attached, whether standing in the field, or already reaped.",288
T*ter,打每一個人,"is said of thous who strike every one. Eirreken, idem. Written teteen.",288
T*llabien,一種魚，叫做石鯛,"a sort of fish, called stone bream.",288
T*lli,獾,a badger.,288
T*llik,一隻眼睛失明，因此看不到眼白,"blindness of one eye, so that the white of the eye cannot be seen. for then it is tollas.",288
T*llikken,一隻眼睛失明的人,"one who is blind of one eye, this is the præs. from tummillik.",288
T*nnaam,某地點之前,"before, with respect to place. Talla zummada zinoe, ka oa tinnûam ai, what do you seek, it lies there before you. Matatinnûan, mi. ma. forwards. Patatinnûam, trans.",288
To,水,water.,289
To oetas,雨水,rain water.,289
To sabba,河水,river water.,289
To cha-och,井水,well water.,289
To abbas,水,see water.,289
To-ak,一種鳥,a kind of bird.,289
Toch,一個數字,"a number, & tatoch, a numbering.",289
Tochab,一個洞；門；窗,"a hole, a door, a window. From tummochab, tattochab, an opening.",289
Tochorochen,咳嗽,"zinochorochen, tatochoróchen, to be set a coughing.",289
Togea,骨髓,marrow.,289
Togea,狙擊,snipe.,289
To-i,碎片,a splinter.,289
Tok,平靜,a calm. From pattok.,289
Tokkilli,年輕男子穿戴的鈴鐺,"jingles, worn by young men.",289
Tomo,像小疣的面皰,"pimples, like small warts.",289
Tomoon,很多面皰,full of pimples.,289
Tomma,誰?,who?,289
To-o,海角,a sea horn.,289
To-or,格柵,"a lattice, a grating.",289
To-obabat,發育過度的男子,an overgrown man.,289
Tonso,一個中文單詞，意思是祖國,"a Chinese word, meaning Fatherland.",289
Tooma,閱讀清單,"tsi. tat. imp. tara, pass. ta-an, tsina, inota-an, the reading of a list. Pata-a, tran. nom. tattûa, the reading aloud; and Maatttata-a, one who reads the roll.",289
Toppi,一種蘆葦，人們用它們來做箭,"a sort of reed, of which men make arrows.",290
Torritorri,螢火蟲,"a firefly, as tai-tai.",290
Torro,我們,"we, us. But differs from namo.",290
Tosarri,一種長笛,a sort of flute.,290
Tosarri o a gorro,一種很長的長笛,the same sort of flute; very long.,290
Totto,心,the heart.,290
Totton,東西的頂部或上部,the top or upper part of anything.,290
Tollas,一隻眼睛失明，但可以看到眼白,"blindness of one eye, but so that the white can be seen.",290
Tos-asjiem,牙痛,"tsi. tat. tosasjiena, pas. tosa-sjienen, tsinosasjien, &c. to have the tooth-ache. Tos-asji, the tooth-ache.",290
Tsimibarasabasa,直接瞄準,"tsi. tatsi. tsibarasabasûa, to aim at drectly, as tsimisi.",290
Tsimianna,不信任,"tsini. tatsi, tsianna, &c. see in Zimianna, to be distrustful.",290
Tsimijk,提出要點,"tsini. tatsi. itsijka, itsijk, initsijk, inoitsijk, to filli p, to make a point thus [.] nom. tattsik, a tittle point. See zimiek, under Tummesik, ditto.",290
Tsimikak,see under in Z,tsini. tatsi. &c. see under in Z.,290
Tsimiki,好色地看,"tsini. tatsi. tsikia, to leer, to leok askance. Patsiek, trans. tatsiki, nom. Ma-atatsiki.",290
Tsiniko,拉緊懸空的房子,"tsi. tats. tsikoa, pass. tsikoan, tsiniko, inotsikoon, to tight a house that hangs over. Patsiko, trans. nom.",290
Tsimimis,嚐一些食物,"tsini. tatsi. tsimisa, tsimisan, tsinimisan, inotsimisan, to take some food, to taste. Paksimi, to cause such to be done.",291
Tsimipi*siep,像在吸手指或菸斗，但不是乳房,"tsi. tat. tsipisiepa, pass. tsipisiepen, tsimipsiep, inotsitsiepen, to suck (but not the breast) as a finger, tobacco pipe, &c. Patsiptsiep, trans. Tatsiptsiep, a sucking. Ma-atatsip-tsiep, a sucker. Tsiptsiepan, that of which men suck, as a tobacco pipe, &c.",291
Tsimisakal,see Zimisakal,see Zimisakal,291
Tsimisi,"see Zimisi, tatsisi, nom.","see Zimisi, tatsisi, nom.",291
Tsimijtsjies,切斷木頭或竹子的節,"tsini. tatsi. tsijtsijsa, to cut off the joint of wood or bamboo.",291
Tsipan,西方,"west. Matatsip, mi, ma, weatherly. Patatsip, trans.",291
Tumbar,像那些害怕被推走的人一樣趕快安頓好自己,"tsinumbar, tatumbar, tubarra, tubarren, tsienbar, inotubbarren, to set one's-self down fast, as those do who fear being pushed away. Pûtûbbar, panatûbbar, &c. to cause such to be done.",291
Timboel,找尋某人,"tsinûmboel, tatûmboel, tubboela, tubboelen, tsienboel, inotubboelen, to seek any one. Patubboel, pinatubboel, papatubboel, ipatubboela, ipatubboel, &c. to cause to be sought. Tattubboel, nom. henve kar tattubboel, mau tattubboel.",291
T**ho,鞠躬,"tsinumcho, tatumcho, tûchoa, let the u be scarcely heard) tuchoan, **enecho, inotuchoon, to bow, Patû-**o, pi. pa. ipatuchoa. to cause to bow.",292
T**hoa,北季風的開始,"tsi. tat. tóchoa, the commencement of the north monsoon. Provb. **choa ja masias sai don ja dalij ma*roos ja badda, they use this pro**b, because the young men do not **rry unless in the cold season.",292
T**ka,支持,"tsi. tat. tikka, &c. (let the u be scarcely heard) to support, to prop up.",292
T**tukka,造成支持,"pi. pa. ipatukka, &c. to cause support. Tattûkka, nom. a prop.",292
T**kach,將自己隱藏在洞中和斷崖後面以獵殺鹿,"zinumkach, tatumkach, tuk-**cha, tukkachen, zienkach, inotuk-**chen, to hunt deer by concealing one's-self in the holes, and behind the edges. Patukkach, pinûtukkach, pa*ukkach, &c. to cause to hunt.",292
T**am,造成回答,"zinummaam, tatummaam, ta-*, tûmen, zinaam, inotamen, to an-*er. Pûtaam, pinûtaam, papataam, **tama, &c. to cause to answer.",292
T**aap,在室內或野外進行各種工作,"tsinummaap, tatummaap, ta-*tapen, tsinaap, inotapen, to do all kinds of work, either in the house or in the field. Also to attack, to fall upon. **maap, husbandry, &c. passiv. pret. tataap, work, labour. Ma-atataap, a worker, a labourer.",292
Tummaas,開始；首先做任何事；被另一個人追隨,"zinummaas, tatummaas, tasutasan, zinasan, inotûsan, to begin, to do anything first, to be follwed by another. Pataas, pi. pa. ipatasa, ipataas, inipataas, to cause to begin, &c.",293
Tummabbo,黏貼,"zinummabba, tatummabba, tabba, tabbaan, zinubba, inotabbaan, to stick. Patabba, pinûtabba, papatabba, ipatabba, &c. to cause to stick.",293
Tummabach,首先做某事,"tsi. tat. imp. tabacha, pass. tabachen, tsinabach, inotabachen, to do anything first; see also matattabach. Patabach, trans. to cause to be done. Tattabach, nom. a commencement.",293
Tummabbak,跳舞，戰鬥或想要戰鬥的人的搖擺,"zinummabbak, tatummabbak, tabakka, tabakken, zinabakkan, inotabakkan, to dance, also the swaggering of those who fight, or who wish to fight. Pûtabbak, pinatabbak, papatabbak, &c. to cause such to be done.",293
Tummachal,用鏟子剷除泥土,"zinummachal, tatummachal, tachalla, tachallen, zinachal, inotachallen, to remove the earth, as with a hoe, a spade, &c. It is changed into d see dummachol. Padachal, pinûdachal, papadachal, &c. to cause to be dug up.",293
Tummabbis,搧,"zinummabbis, tatummabbis, tabbisa, tabbisan, zinabbisan, inotabbisan, to fan. Patabbis, pinatabbis, papatabbis, ipatabbisa, ipatabbis, inipatabbis, inoipatabbis, to cause to fan.",293
Tummach-il,贏；贏得賭注,"zinummach-il, tatummach-il, tach-illa, tach-illen, to win, to win a bet. Patach-il, pinatach-il, papatach-il, ipatach-illa, ipatach-il, inoipatach-il, to cause such to be done.",294
Tummach-o,解釋；調解,"tsi. tat. tach-oa. same as pazinado; mautadacj-o, idem patacho, nom. tattacho, interpretation, intercession. Ma-atattacho, an interpreter, an interceder.",294
Tummachum,戴上帽子；遮住頭,"zinummachum, tatummachum, tachumma, tachumman, zinachumman, inotachumman, to put on one's hat, to cover one's head. Patachum, pinatachum, papatachum, ipatachumma, &c. to cause the hat to be put on. Tattachum, the thing put on, (namely the hat.) Tummakkum, tsi. tat. imp. takumma, part. takkumman, &c. means all kinds of covering.",294
Tummach-os,切斷,"tsi. tat. tachossan, tsinachossan, inotachossan, grass, &c. to cut off. Patachos, also chummoschos.",294
Tummagcha,砍,"tsinummagcha, tatummagcha, tagcha, tagchaan, zinagcha, ino*agchaan, to chop, to hack to hew. Patatagcha, pi. pa. ipatagcha, inipatagcha, to cause to be chopped.",294
Tummagcho,伸出而非直立,"zinummagcho, tatummagcho, tagcho, to overhang, not to stand upright: It is sometime changed in d, which see. Padagcho, pinadagch*, dagchoa, dagchoon, zinagcho, inodachoon, to cause to overhang: in which case it is ipadagchoa, ipadagcho, &c.",295
Tummagchoch,舀,"zinummagchoch, tatu*nmagchoch, tagchocha, tagchochen, zinagchoch, inotagchochen, to scoop. Tummagchoch o bigeno, to skim, to scoop off the forth. Patagchoch, ** natagchoch, papatagchoch, ipatagchocha, inipatagchoch, to cause to scoop. Tummagchoch o tono malla, to l*** water with a bucket.",295
Tummaies,爬上,"zinummairs, tatummairs, **isa, taisan, zinaisan, inotaisan, to climb up. Tummaies i kittas, to climb up a ladder. Pûtaies, pinûtaies, papa***, ipataisa, ipataies, inipataies, inoip**ies, to cause to climb.",295
Tummaiba,一起做某事,"tsi. tat. taiba, to do anything together, or in company. P** &c. to cause such to be done. ** comes aurri a teiba, that is the ** money given when people work together, as if they said, aúrëdda a teiba, so that this noun seems to come from moriedda and tummûiba, to work together. For they say also, Moriëdda o taiba, and Moribal o taibe, to leave offm to cease such working together.",295
